Date,Open,High,Low,Close,Adj Close,Volume
2014-07-30,531.000000,558.500000,531.000000,556.075012,524.004150,349376
2014-07-31,557.000000,576.974976,557.000000,574.200012,541.083679,260332
2014-08-01,565.000000,580.000000,561.525024,574.750000,541.602051,224138
2014-08-04,575.000000,584.000000,549.049988,557.375000,525.229065,485328
2014-08-05,557.500000,569.500000,542.000000,564.375000,531.825378,111522
2014-08-06,569.000000,585.500000,562.875000,575.799988,542.591431,256746
2014-08-07,584.900024,584.900024,570.000000,573.825012,540.730408,77868
2014-08-08,574.000000,578.799988,562.500000,565.049988,532.461426,128678
2014-08-11,565.275024,582.450012,565.275024,577.974976,544.641052,245326
2014-08-12,580.000000,593.000000,567.500000,576.224976,542.991882,515634
2014-08-13,576.299988,581.974976,553.549988,566.849976,534.157654,292366
2014-08-14,567.500000,599.500000,567.500000,595.474976,561.131714,449826
2014-08-18,600.500000,637.500000,600.500000,635.049988,598.424316,285910
2014-08-19,632.500000,655.924988,627.500000,641.750000,604.737915,509700
2014-08-20,645.250000,647.000000,625.625000,630.049988,593.712585,546584
2014-08-21,631.500000,634.500000,619.500000,623.099976,587.163513,343016
2014-08-22,627.224976,637.000000,620.049988,624.875000,588.836060,559302
2014-08-25,622.000000,626.349976,606.500000,611.174988,575.926208,244970
2014-08-26,611.000000,641.950012,601.674988,628.299988,592.063660,238488
2014-08-27,634.400024,644.500000,624.500000,629.924988,593.594788,474186
2014-08-28,625.000000,634.775024,615.000000,621.450012,585.608643,315378
2014-09-01,614.000000,640.500000,614.000000,631.299988,594.890625,124256
2014-09-02,637.000000,637.500000,617.500000,628.575012,592.322754,234388
2014-09-03,630.000000,643.950012,630.000000,640.849976,603.889771,295162
2014-09-04,639.950012,639.950012,620.000000,627.200012,591.026978,158412
2014-09-05,627.125000,636.000000,620.049988,630.424988,594.066040,311856
2014-09-08,633.000000,642.500000,630.000000,635.525024,598.871948,605970
2014-09-09,642.349976,650.000000,634.674988,637.525024,600.756592,385052
2014-09-10,640.000000,657.474976,640.000000,653.025024,615.362610,673542
2014-09-11,655.000000,687.450012,655.000000,672.950012,634.138489,452776
2014-09-12,677.849976,695.049988,677.400024,690.849976,651.006165,228722
2014-09-15,691.950012,737.000000,685.700012,730.700012,688.557861,369028
2014-09-16,735.000000,755.549988,702.549988,718.174988,676.755127,369012
2014-09-17,735.000000,735.000000,705.500000,726.575012,684.670715,130692
2014-09-18,726.500000,735.900024,705.000000,707.075012,666.295410,234548
2014-09-19,716.450012,716.450012,676.099976,687.599976,647.943542,356392
2014-09-22,697.000000,697.974976,676.000000,684.700012,645.210938,160510
2014-09-23,688.000000,697.500000,677.000000,693.174988,653.197083,110008
2014-09-24,702.000000,709.000000,683.400024,695.825012,655.694214,98588
2014-09-25,690.500000,707.000000,690.500000,702.000000,661.513062,114254
2014-09-26,695.000000,712.500000,687.750000,703.974976,663.374146,121966
2014-09-29,697.000000,716.700012,696.950012,704.400024,663.774780,216340
2014-09-30,697.500000,716.549988,665.000000,696.025024,655.882690,599390
2014-10-01,684.000000,709.400024,680.500000,699.450012,659.110107,140890
2014-10-07,692.500000,708.500000,690.025024,700.775024,660.358704,133370
2014-10-08,696.250000,703.000000,681.125000,685.849976,646.294434,91568
2014-10-09,683.599976,692.700012,675.500000,675.924988,636.941895,260132
2014-10-10,670.500000,678.000000,651.974976,665.900024,627.495117,244760
2014-10-13,661.250000,680.099976,657.625000,671.549988,632.819275,146574
2014-10-14,670.500000,676.375000,667.500000,670.000000,631.358582,176492
2014-10-15,670.000000,670.000000,670.000000,670.000000,631.358582,0
2014-10-16,663.525024,676.724976,650.125000,661.900024,623.725769,495862
2014-10-17,661.000000,677.750000,659.500000,671.474976,632.748474,195014
2014-10-20,673.500000,687.349976,672.549988,680.025024,640.805481,173632
2014-10-21,682.525024,701.250000,682.525024,695.549988,655.435059,219884
2014-10-22,698.000000,714.299988,690.700012,702.424988,661.913513,118750
2014-10-27,730.000000,736.500000,715.974976,719.724976,678.215759,87758
2014-10-28,721.950012,738.424988,719.724976,722.724976,681.042603,142900
2014-10-29,729.849976,738.299988,725.125000,729.599976,687.521301,189000
2014-10-30,731.299988,763.500000,730.000000,745.750000,702.739807,369978
2014-10-31,747.974976,773.525024,747.974976,765.400024,721.256592,239430
2014-11-03,768.000000,771.025024,750.849976,754.099976,710.608215,110236
2014-11-05,751.000000,788.000000,750.000000,776.174988,731.410095,396888
2014-11-07,778.025024,785.000000,759.000000,760.075012,716.238708,384674
2014-11-10,761.500000,768.750000,757.625000,759.349976,715.555481,213936
2014-11-11,759.349976,772.500000,755.500000,764.799988,720.691101,268280
2014-11-12,768.000000,811.250000,767.549988,799.724976,753.601868,675442
2014-11-13,799.500000,821.000000,785.000000,798.575012,752.518250,377754
2014-11-14,809.000000,834.400024,806.025024,812.150024,765.310303,412222
2014-11-17,850.000000,851.950012,820.000000,822.000000,774.592285,754234
2014-11-18,827.500000,840.000000,827.500000,832.400024,784.392456,318822
2014-11-19,837.500000,864.900024,837.049988,849.450012,800.459167,591780
2014-11-20,854.000000,858.849976,825.500000,836.250000,788.020386,147370
2014-11-21,841.474976,842.400024,830.000000,836.900024,788.632935,207384
2014-11-24,842.000000,847.500000,825.000000,826.275024,778.620667,149238
2014-11-25,826.275024,833.500000,781.000000,794.599976,748.772522,283204
2014-11-26,787.000000,829.500000,786.650024,826.025024,778.385071,412732
2014-11-27,821.049988,843.500000,821.049988,840.775024,792.284424,190574
2014-11-28,848.450012,848.450012,810.825012,823.974976,776.453308,231194
2014-12-01,825.000000,850.000000,820.099976,843.424988,794.781555,178090
2014-12-02,841.500000,875.000000,841.500000,872.875000,822.533081,399832
2014-12-03,880.000000,912.500000,879.974976,900.400024,848.470703,415778
2014-12-04,902.500000,920.500000,897.525024,917.200012,864.301758,272872
2014-12-05,920.000000,928.299988,895.000000,897.750000,845.973450,159490
2014-12-08,902.000000,919.049988,890.000000,895.250000,843.617615,103788
2014-12-09,889.500000,902.950012,876.875000,896.775024,845.054688,154900
2014-12-10,900.000000,905.000000,887.549988,898.825012,846.986389,82804
2014-12-11,899.950012,912.125000,878.000000,880.174988,829.412048,173122
2014-12-12,896.900024,901.250000,888.000000,897.974976,846.185486,218788
2014-12-15,890.500000,906.424988,890.500000,893.825012,842.274841,145204
2014-12-16,887.500000,898.450012,863.625000,869.025024,818.905090,248326
2014-12-17,861.500000,875.000000,835.000000,841.500000,792.967590,470106
2014-12-18,857.500000,879.700012,855.724976,871.099976,820.860413,259612
2014-12-19,875.549988,883.900024,855.200012,861.875000,812.167542,148156
