Date,Open,High,Low,Close,Adj Close,Volume
2014-07-25,326.411987,328.615997,322.417999,325.769989,311.680359,3405142
2014-07-28,327.330994,327.790009,322.463989,324.989014,310.933136,3730344
2014-07-30,328.708008,343.674011,328.708008,342.618011,327.799652,12242571
2014-07-31,343.398987,344.501007,339.772003,342.389008,327.580566,9021616
2014-08-01,340.184998,355.427002,339.772003,348.954010,333.861664,9177540
2014-08-04,351.248993,354.967987,342.480988,346.061005,331.093811,7113443
2014-08-05,348.585999,349.091003,342.940002,344.087006,329.205109,3369479
2014-08-06,344.316986,346.520996,335.455994,337.567993,322.968079,5716659
2014-08-07,336.971008,340.597992,333.528015,335.869995,321.343506,7736918
2014-08-08,334.079010,344.638000,331.691986,343.398987,328.546875,5876804
2014-08-11,346.106995,348.907990,341.929993,345.648010,330.698669,4538240
2014-08-12,348.449005,348.449005,338.623993,339.679993,324.988708,3689022
2014-08-13,341.378998,347.071014,335.778015,338.441010,323.803345,4994480
2014-08-14,337.843994,339.679993,333.481995,335.319000,320.816345,3028192
2014-08-18,335.042999,345.694000,333.299011,345.510986,330.567596,2886880
2014-08-19,344.638000,352.764008,344.638000,346.290985,331.313782,5430892
2014-08-20,349.367004,354.371002,342.985992,343.903992,329.030029,4746924
2014-08-21,342.113007,344.316986,338.256989,340.735992,329.283264,2513507
2014-08-22,339.772003,341.929993,334.492004,335.226990,323.959412,3065512
2014-08-25,336.880005,340.092987,335.135010,338.899994,327.508972,2948125
2014-08-26,338.165009,344.959991,335.273010,339.359009,327.952515,2767010
2014-08-27,339.266998,343.031006,335.640015,338.808014,327.420044,3408891
2014-08-28,338.027008,342.664001,338.027008,339.541992,328.129364,4699654
2014-09-01,339.726013,347.071014,339.588013,345.050995,333.453217,3384418
2014-09-02,347.622009,362.221008,345.096985,359.558990,347.473541,6514580
2014-09-03,358.457001,375.442993,358.457001,371.403015,358.919464,13409364
2014-09-04,372.688995,374.571014,365.709991,371.403015,358.919464,6595626
2014-09-05,372.367004,374.341003,363.140015,368.281006,355.902405,2998884
2014-09-08,371.220001,374.157990,368.695007,370.714996,358.254578,3503446
2014-09-09,367.088013,377.325012,366.996002,372.872009,360.339111,3870788
2014-09-10,373.653015,378.105988,370.622986,374.386993,361.803131,5052217
2014-09-11,374.386993,379.895996,369.200012,372.825989,360.294647,7694392
2014-09-12,373.653015,381.595001,372.963989,380.126007,367.349304,4533661
2014-09-15,376.958008,380.584991,374.755005,377.876007,365.174866,3552706
2014-09-16,377.829987,383.385010,375.947998,378.565002,365.840729,4262108
2014-09-17,381.962006,384.074005,378.334991,380.446991,367.659485,4297318
2014-09-18,380.079987,384.717010,377.692993,381.869995,369.034668,3576128
2014-09-19,381.502991,385.635010,375.673004,380.997986,368.191956,3791514
2014-09-22,380.584991,383.890015,375.902008,381.182007,368.369781,2342553
2014-09-23,381.044006,381.182007,372.274994,373.239990,360.694733,2142334
2014-09-24,371.954010,375.075989,362.864014,370.164001,357.722107,3410310
2014-09-25,370.209991,383.799011,366.674988,373.010010,360.472443,6276116
2014-09-26,371.862000,375.304993,368.695007,371.907990,359.407471,3944062
2014-09-29,370.806000,373.606995,366.903992,370.255005,357.810028,2390498
2014-09-30,370.255005,375.489014,368.190002,372.045990,359.540863,4071804
2014-10-01,370.944000,374.066010,368.832001,370.209991,357.766541,4556796
2014-10-07,367.270996,372.367004,367.270996,370.393005,357.943390,5327741
2014-10-08,367.270996,373.239990,364.609009,366.996002,354.660583,6556723
2014-10-09,366.445007,374.571014,366.445007,371.816010,359.318634,3115954
